Rented Bike Count,hour_sin,hour_cos,Temperature,Humidity,Wind speed,Visibility,Solar Radiation,Rainfall,Snowfall,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday
254,-0.03512474816751571,1.394787469606799,-1.478903430805065,-1.0540880391274294,0.574191972734165,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
204,0.33385079466966083,1.3469479192056533,-1.5037408305787892,-1.0052628989801604,-0.906542489665544,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
173,0.6776812640233988,1.2066894543034588,-1.5451364968683294,-0.9564377588328915,-0.6950089950370142,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
107,0.9729351816139574,0.9835704574952278,-1.5616947633841454,-0.9076126186856225,-0.800775742351279,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
78,1.1994914808877088,0.6927961196918652,-1.5451364968683294,-1.1029131792746985,0.6799587200484295,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
100,1.3419107244511341,0.3541822314873564,-1.5782530298999613,-1.0540880391274294,-0.1661752584656896,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
181,1.3904872762143137,-0.009195230223069062,-1.5948112964157775,-1.1517383194219675,-0.37770875309421936,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
460,1.3419107244511341,-0.37257269193349446,-1.6610443624790419,-1.0052628989801604,-0.800775742351279,0.9409446944999273,-0.6411921574294381,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
930,1.199491480887709,-0.711186580138003,-1.6776026289948578,-1.0540880391274294,-0.5892422477227491,0.9409446944999273,-0.6296588972608606,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
490,0.9729351816139576,-1.001960917941366,-1.5865321631578695,-1.5423394406001194,-1.2238427316083387,0.8232421549010775,-0.37592717355215405,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
339,0.6776812640233988,-1.2250799147495972,-1.3381581654206283,-1.6888148610419265,-0.48347550040848436,0.9344056645222134,0.1084697535281039,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
360,0.3338507946696612,-1.3653383796517915,-1.089784167683387,-1.8352902814837335,-0.37770875309421936,0.8363202148565053,0.44293429841685333,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
449,-0.035124748167515533,-1.4131779300529375,-0.9076432360094102,-1.7376400011891955,-0.2719420057799546,0.9409446944999273,0.6389997212826721,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
451,-0.40410029100469236,-1.3653383796517915,-0.8496893032040538,-1.6399897208946574,-0.06040851115142458,0.9409446944999273,0.6966660221255598,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
447,-0.74793076035843,-1.2250799147495974,-0.8000145036566056,-1.5911645807473884,0.36265847810563495,0.9409446944999273,0.5236671195968964,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
463,-1.0431846779489882,-1.0019609179413667,-0.874526702977778,-1.1029131792746985,1.631859445876814,0.9409446944999273,-0.018396108326249352,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
484,-1.26974097722274,-0.711186580138004,-0.9490389022989504,-0.22406065662385652,2.6895269190194635,-1.0322076012752341,-0.36439391338357646,-0.13343577023004533,-0.17514377527886213,0,0,0,1,1
